
SetupTitle, I/V Sweep - Unit (transfer)
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, PLC
TestParameter, Measurement.Adc.HighSpeed.Coeff, 5
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, PLC
TestParameter, Measurement.Adc.HighResolution.Coeff, 5
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, SS
TestParameter, Function.User.Unit, mV/dec
TestParameter, Function.User.Definition, diff(VG,log(ID))*1000
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -3
TestParameter, Output.Graph.XAxis.Right, 3
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, ID, IG
TestParameter, Output.Graph.YAxis.Scale, Log, Log
TestParameter, Output.Graph.YAxis.Bottom, 0, 1E-15
TestParameter, Output.Graph.YAxis.Top, 0.0001, 1E-12
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, Output.List.Data, VG, VD, VS, IG, ID, IS, SS
TestParameter, Output.Scalar.Data, SS
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 06/26/2026 11:09:05
MetaData, TestRecord.TestTarget, 260607_#2_jumbo_R1_120C
MetaData, TestRecord.IterationIndex, 18
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, eff22a96-9054-4f96-a3a2-9ebeea12e829
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -3
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 3
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, ID, IG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-12, -1E-09
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.01, -1E-13
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.25
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.25
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.25
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.25
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.25
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU3:HR, Name=VG, Direction=Single, Linear/Log=LINEAR, Start=-3 V, Stop=3 V, Step=60 mV, No. of Steps=101, Compliance=100 mA, Pwr Comp=OFF	[VAR2] Unit=SMU2:HR, Name=VD, Start=100 mV, Stop=2.9 V, Step=1.4 V, No. of Steps=3, Compliance=100 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, VD	0.1,1.5,2.9	0.1	1.4	3
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, VD, VS, IG, ID, IS, SS
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, V, A, A, A, mV/dec
AnalysisSetup, Analysis.Setup.Scalar.Datum.Name, SS
AnalysisSetup, Analysis.Setup.Scalar.Datum.Value, -94.217856612696608
AnalysisSetup, Analysis.Setup.Scalar.Datum.Unit, mV/dec
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V Sweep - Unit (transfer)
Dimension1, 101, 101, 101, 101, 101, 101, 101
Dimension2, 3, 3, 3, 3, 3, 3, 3
DataName, VG, VD, VS, IG, ID, IS, SS
DataValue, -3, 0.1, 0, -1.25407E-10, 3.0151E-11, 1.7702000000000002E-11, -94.217856612696608
DataValue, -2.94, 0.1, 0, -5.3962000000000005E-11, 1.5949E-11, 1.2067E-11, -131.04104170524536
DataValue, -2.88, 0.1, 0, -4.0164E-11, 1.2067E-11, 9.528E-12, -252.6613549142352
DataValue, -2.82, 0.1, 0, -3.2511E-11, 9.9190000000000009E-12, 8.0480000000000012E-12, -337.90892002973413
DataValue, -2.7600000000000002, 0.1, 0, -2.7658000000000004E-11, 8.46E-12, 7.041E-12, -404.54788585810087
DataValue, -2.7, 0.1, 0, -2.4150000000000002E-11, 7.373000000000001E-12, 6.216E-12, -469.24222066689254
DataValue, -2.64, 0.1, 0, -2.1358E-11, 6.5510000000000007E-12, 5.692E-12, -572.14070912311922
DataValue, -2.58, 0.1, 0, -1.9273E-11, 5.9780000000000006E-12, 5.225E-12, -646.36073343580426
DataValue, -2.52, 0.1, 0, -1.7641000000000002E-11, 5.4410000000000007E-12, 4.791E-12, -703.07014770925991
DataValue, -2.46, 0.1, 0, -1.6196E-11, 5.04E-12, 4.481E-12, -804.45049599948049
DataValue, -2.4, 0.1, 0, -1.5041000000000003E-11, 4.6870000000000005E-12, 4.241E-12, -864.79967050534117
DataValue, -2.34, 0.1, 0, -1.4019000000000002E-11, 4.3870000000000006E-12, 4.018E-12, -927.17711184037137
DataValue, -2.2800000000000002, 0.1, 0, -1.3098000000000001E-11, 4.118E-12, 3.826E-12, -966.96244382924351
DataValue, -2.22, 0.1, 0, -1.2319E-11, 3.875E-12, 3.6400000000000006E-12, -1126.819872678893
DataValue, -2.16, 0.1, 0, -1.1585000000000001E-11, 3.702E-12, 3.485E-12, -1125.1581752132406
DataValue, -2.1, 0.1, 0, -1.1010000000000001E-11, 3.4830000000000004E-12, 3.367E-12, -1038.4486475942797
DataValue, -2.04, 0.1, 0, -1.0457E-11, 3.2980000000000003E-12, 3.2190000000000003E-12, -1168.2671358860914
DataValue, -1.98, 0.1, 0, -9.9940000000000012E-12, 3.1430000000000002E-12, 3.0940000000000003E-12, -1497.3088841602669
DataValue, -1.92, 0.1, 0, -9.5290000000000011E-12, 3.0440000000000004E-12, 3.0100000000000003E-12, -1770.1959472653477
DataValue, -1.86, 0.1, 0, -9.13E-12, 2.937E-12, 2.8970000000000003E-12, -1412.0535019239585
DataValue, -1.8, 0.1, 0, -8.704E-12, 2.7960000000000002E-12, 2.7840000000000003E-12, -1337.6744696267931
DataValue, -1.74, 0.1, 0, -8.3740000000000013E-12, 2.6850000000000004E-12, 2.7130000000000003E-12, -1397.9242985199028
DataValue, -1.68, 0.1, 0, -8.0220000000000012E-12, 2.566E-12, 2.6510000000000003E-12, -1653.1039438111257
DataValue, -1.62, 0.1, 0, -7.688E-12, 2.4970000000000004E-12, 2.5390000000000004E-12, -1631.1325130524713
DataValue, -1.56, 0.1, 0, -7.365E-12, 2.3840000000000003E-12, 2.4630000000000003E-12, -1533.047112346107
DataValue, -1.5, 0.1, 0, -7.081E-12, 2.3090000000000004E-12, 2.411E-12, -2228.1014509178603
DataValue, -1.44, 0.1, 0, -6.8510000000000006E-12, 2.2590000000000004E-12, 2.347E-12, -1798.9303018151038
DataValue, -1.3800000000000001, 0.1, 0, -6.613E-12, 2.16E-12, 2.2790000000000003E-12, -1699.5537312153649
DataValue, -1.32, 0.1, 0, -6.3690000000000008E-12, 2.105E-12, 2.223E-12, -2480.692753609997
DataValue, -1.26, 0.1, 0, -6.1120000000000006E-12, 2.0580000000000003E-12, 2.1880000000000004E-12, -1796.6850941530106
DataValue, -1.2, 0.1, 0, -5.8440000000000005E-12, 1.969E-12, 2.098E-12, -1755.1987229281867
DataValue, -1.1400000000000001, 0.1, 0, -5.711E-12, 1.922E-12, 2.022E-12, -1557.5858175475319
DataValue, -1.08, 0.1, 0, -5.4340000000000005E-12, 1.8230000000000002E-12, 2.005E-12, -1962.5464823483578
DataValue, -1.02, 0.1, 0, -5.233E-12, 1.8080000000000002E-12, 1.9410000000000003E-12, -2127.0358645434985
DataValue, -0.96, 0.1, 0, -5.138E-12, 1.7230000000000002E-12, 1.934E-12, -1500.0634284891071
DataValue, -0.9, 0.1, 0, -4.8940000000000008E-12, 1.669E-12, 1.889E-12, -5108.7651117369269
DataValue, -0.84, 0.1, 0, -4.7110000000000004E-12, 1.6830000000000002E-12, 1.7660000000000002E-12, -2842.1864980412256
DataValue, -0.78, 0.1, 0, -4.451E-12, 1.6E-12, 1.6680000000000002E-12, 7023.9670882415448
DataValue, -0.72, 0.1, 0, -4.055E-12, 1.7120000000000002E-12, 1.4260000000000002E-12, 486.10533143105295
DataValue, -0.66, 0.1, 0, -3.3150000000000003E-12, 2.048E-12, 5.92E-13, 154.30650267513644
DataValue, -0.6, 0.1, 0, -1.7120000000000002E-12, 3.726E-12, -1.935E-12, 71.242426941913052
DataValue, -0.54, 0.1, 0, 6.2600000000000006E-13, 1.1037000000000002E-11, -1.0488000000000001E-11, 49.515157220603022
DataValue, -0.48, 0.1, 0, 3.1190000000000003E-12, 4.2049000000000004E-11, -4.2637E-11, 44.092242083010234
DataValue, -0.42, 0.1, 0, 5.9670000000000007E-12, 1.6780800000000002E-10, -1.68119E-10, 43.368139669878687
DataValue, -0.36, 0.1, 0, 8.8260000000000014E-12, 6.690400000000001E-10, -6.51758E-10, 44.459143950395415
DataValue, -0.3, 0.1, 0, 9.908E-12, 2.49471E-09, -2.42505E-09, 45.419794586587074
DataValue, -0.24, 0.1, 0, 1.5226E-11, 9.39435E-09, -9.12251E-09, 46.444571052459224
DataValue, -0.18, 0.1, 0, 1.4708000000000002E-11, 3.30459E-08, -3.19674E-08, 48.259741829369922
DataValue, -0.12, 0.1, 0, 1.6503E-11, 1.1291699999999999E-07, -1.09205E-07, 49.806452757808152
DataValue, -0.06, 0.1, 0, 1.9949E-11, 3.6768399999999997E-07, -3.54835E-07, 54.129551223811774
DataValue, 0, 0.1, 0, 1.5156E-11, 1.03645E-06, -9.9858000000000014E-07, 61.112397499422826
DataValue, 0.06, 0.1, 0, 1.5595000000000002E-11, 2.6197100000000004E-06, -2.5501100000000002E-06, 72.447995244418152
DataValue, 0.12, 0.1, 0, 1.3401E-11, 5.4312100000000005E-06, -5.3128300000000006E-06, 93.77879984299085
DataValue, 0.18, 0.1, 0, 1.0993E-11, 9.4184500000000013E-06, -9.2593000000000013E-06, 126.42321681081187
DataValue, 0.24, 0.1, 0, 7.691E-12, 1.4032200000000001E-05, -1.38249E-05, 168.18883046224633
DataValue, 0.3, 0.1, 0, 7.366E-12, 1.92239E-05, -1.90387E-05, 215.18598056184817
DataValue, 0.36, 0.1, 0, 6.355E-12, 2.45083E-05, -2.43216E-05, 275.55534044623573
DataValue, 0.42, 0.1, 0, 5.7460000000000008E-12, 2.9714600000000002E-05, -2.95366E-05, 344.997397564093
DataValue, 0.48, 0.1, 0, 5.2780000000000007E-12, 3.4703500000000004E-05, -3.4530300000000004E-05, 423.49705466408756
DataValue, 0.54, 0.1, 0, 4.8020000000000007E-12, 3.94484E-05, -3.9289900000000005E-05, 508.49812191512365
DataValue, 0.6, 0.1, 0, 4.514E-12, 4.39402E-05, -4.3796E-05, 601.56007377146921
DataValue, 0.66, 0.1, 0, 4.4080000000000006E-12, 4.81574E-05, -4.8022700000000004E-05, 701.11276516522526
DataValue, 0.72, 0.1, 0, 4.1770000000000005E-12, 5.2142800000000005E-05, -5.20201E-05, 805.3781606185978
DataValue, 0.78, 0.1, 0, 4.1320000000000006E-12, 5.58949E-05, -5.57815E-05, 914.951026621819
DataValue, 0.84, 0.1, 0, 3.9530000000000006E-12, 5.94503E-05, -5.9346600000000005E-05, 1026.4289716646333
DataValue, 0.9, 0.1, 0, 4.0530000000000006E-12, 6.28269E-05, -6.2731600000000008E-05, 1142.5900119426738
DataValue, 0.96, 0.1, 0, 3.978E-12, 6.60337E-05, -6.5942300000000007E-05, 1263.6116687373437
DataValue, 1.02, 0.1, 0, 3.938E-12, 6.9085800000000009E-05, -6.90011E-05, 1387.2465089313694
DataValue, 1.08, 0.1, 0, 4.041E-12, 7.2000100000000009E-05, -7.19233E-05, 1512.3698167042842
