
SetupTitle, I/V Sweep - Unit (transfer)
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, PLC
TestParameter, Measurement.Adc.HighSpeed.Coeff, 5
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, PLC
TestParameter, Measurement.Adc.HighResolution.Coeff, 5
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, SS
TestParameter, Function.User.Unit, mV/dec
TestParameter, Function.User.Definition, diff(VG,log(ID))*1000
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -3
TestParameter, Output.Graph.XAxis.Right, 3
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, ID, IG
TestParameter, Output.Graph.YAxis.Scale, Log, Log
TestParameter, Output.Graph.YAxis.Bottom, 0, 1E-15
TestParameter, Output.Graph.YAxis.Top, 0.0001, 1E-12
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, Output.List.Data, VG, VD, VS, IG, ID, IS, SS
TestParameter, Output.Scalar.Data, SS
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 06/26/2026 08:49:07
MetaData, TestRecord.TestTarget, 260607_#2_402001_R0_RT
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 30da9c27-a618-4d4b-9cfa-792a0fc62f4b
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -3
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 3
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, ID, IG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-15, 1E-15
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.0001, 1E-12
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU3:HR, Name=VG, Direction=Single, Linear/Log=LINEAR, Start=-3 V, Stop=3 V, Step=60 mV, No. of Steps=101, Compliance=100 mA, Pwr Comp=OFF	[VAR2] Unit=SMU2:HR, Name=VD, Start=100 mV, Stop=2.9 V, Step=1.4 V, No. of Steps=3, Compliance=100 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, VD	0.1,1.5,2.9	0.1	1.4	3
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, VD, VS, IG, ID, IS, SS
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, V, A, A, A, mV/dec
AnalysisSetup, Analysis.Setup.Scalar.Datum.Name, SS
AnalysisSetup, Analysis.Setup.Scalar.Datum.Value, -19.069987646501321
AnalysisSetup, Analysis.Setup.Scalar.Datum.Unit, mV/dec
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V Sweep - Unit (transfer)
Dimension1, 101, 101, 101, 101, 101, 101, 101
Dimension2, 3, 3, 3, 3, 3, 3, 3
DataName, VG, VD, VS, IG, ID, IS, SS
DataValue, -3, 0.1, 0, -3.1E-14, 9.3000000000000008E-14, 6.3000000000000009E-14, -19.069987646501321
DataValue, -2.94, 0.1, 0, 8.3000000000000012E-14, -4E-15, 2.6000000000000003E-14, -80.640985332132473
DataValue, -2.88, 0.1, 0, 7.4E-14, 2.1000000000000002E-14, 9.0000000000000011E-15, 57.707801635558532
DataValue, -2.82, 0.1, 0, 1.19E-13, 3.2E-14, 3.6000000000000004E-14, 135.24125764009838
DataValue, -2.7600000000000002, 0.1, 0, 9.6000000000000007E-14, 5.1000000000000004E-14, 8.0000000000000013E-14, -706.3018264459721
DataValue, -2.7, 0.1, 0, 1.0700000000000001E-13, 2.7000000000000002E-14, 5.1000000000000004E-14, -159.19937522428108
DataValue, -2.64, 0.1, 0, 6.5E-14, 2.4000000000000002E-14, 5.700000000000001E-14, 257.8630781011081
DataValue, -2.58, 0.1, 0, 9.9000000000000007E-14, 4.3000000000000006E-14, 1.4E-14, 277.22327840974634
DataValue, -2.52, 0.1, 0, 8.9000000000000012E-14, 3.7E-14, 3.5E-14, 1090.9002128227298
DataValue, -2.46, 0.1, 0, 9.1E-14, 4.8000000000000004E-14, 5.1000000000000004E-14, 501.6099818905725
DataValue, -2.4, 0.1, 0, 1.1500000000000002E-13, 4.7E-14, 3.9000000000000004E-14, -379.9236328833851
DataValue, -2.34, 0.1, 0, 1.53E-13, 3.5E-14, 7.2000000000000009E-14, 491.40660779879119
DataValue, -2.2800000000000002, 0.1, 0, 1.34E-13, 6.0000000000000009E-14, 5.1000000000000004E-14, -180.45755818902214
DataValue, -2.22, 0.1, 0, 1.63E-13, 1.8000000000000002E-14, 4.5000000000000004E-14, -248.22793717471367
DataValue, -2.16, 0.1, 0, 1.2600000000000002E-13, 3.7E-14, 3.3000000000000005E-14, 326.33101299048963
DataValue, -2.1, 0.1, 0, 1.2000000000000002E-13, 2.6000000000000003E-14, 4.7E-14, 946.732822212541
DataValue, -2.04, 0.1, 0, 1.47E-13, 4.2000000000000004E-14, 8.2E-14, 228.0965116933302
DataValue, -1.98, 0.1, 0, 1.53E-13, 4.4E-14, 8.5E-14, -778.45910335571239
DataValue, -1.92, 0.1, 0, 1.5000000000000002E-13, 3.6000000000000004E-14, 4.3000000000000006E-14, -994.79401256600067
DataValue, -1.86, 0.1, 0, 7.8000000000000008E-14, 3.9000000000000004E-14, 3.0000000000000005E-14, 1138.9465897236014
DataValue, -1.8, 0.1, 0, 1.1300000000000001E-13, 4.0000000000000006E-14, 6.2E-14, -88.171981893095818
DataValue, -1.74, 0.1, 0, 1.1100000000000001E-13, 1.0000000000000002E-14, 4.0000000000000006E-14, 1659.2768564191765
DataValue, -1.68, 0.1, 0, 6.6000000000000009E-14, 4.3000000000000006E-14, 1.9E-14, -173.12340490667498
DataValue, -1.62, 0.1, 0, 1.24E-13, 5.0000000000000008E-15, 8.4000000000000008E-14, -167.43928782584425
DataValue, -1.56, 0.1, 0, 1.4400000000000002E-13, 2.1000000000000002E-14, 2.6000000000000003E-14, 58.419070882409628
DataValue, -1.5, 0.1, 0, 1.34E-13, 3.9000000000000004E-14, 2.4000000000000002E-14, -95.788272017751453
DataValue, -1.44, 0.1, 0, 9.9000000000000007E-14, 6.0000000000000005E-15, 5.2000000000000006E-14, -144.51766770685609
DataValue, -1.3800000000000001, 0.1, 0, 1.12E-13, 1.7E-14, 3.8E-14, 295.95641548516943
DataValue, -1.32, 0.1, 0, 1.18E-13, -9.0000000000000011E-15, 5.5000000000000005E-14, -82.934843909833987
DataValue, -1.26, 0.1, 0, 1.0800000000000001E-13, -4E-15, 2.6000000000000003E-14, -0
DataValue, -1.2, 0.1, 0, 1.16E-13, 0, 5E-14, 54.614353597610133
DataValue, -1.1400000000000001, 0.1, 0, 1.2700000000000001E-13, 3.6000000000000004E-14, 5.3E-14, 0
DataValue, -1.08, 0.1, 0, 1.52E-13, 6.7E-14, 4.0000000000000006E-14, -802.505239612228
DataValue, -1.02, 0.1, 0, 1.0100000000000001E-13, 3.1E-14, 1.1E-14, -473.4682202870469
DataValue, -0.96, 0.1, 0, 9.8000000000000012E-14, 5.2000000000000006E-14, 7.6E-14, 1299.0763981396731
DataValue, -0.9, 0.1, 0, 1.12E-13, 3.4E-14, 1.0200000000000001E-13, -55.568823915216015
DataValue, -0.84, 0.1, 0, 1.18E-13, 6.0000000000000005E-15, 5.1000000000000004E-14, -1979.3937909146885
DataValue, -0.78, 0.1, 0, 1.24E-13, 3.2E-14, 2.0000000000000003E-14, 197.97543602137466
DataValue, -0.72, 0.1, 0, 1.54E-13, 1.1E-14, 9.9000000000000007E-14, 186.0067259792059
DataValue, -0.66, 0.1, 0, 1.17E-13, 6.1E-14, 5.4000000000000003E-14, -70.3916317879163
DataValue, -0.6, 0.1, 0, 1.4400000000000002E-13, 2E-15, 4.4E-14, -195.32321266855479
DataValue, -0.54, 0.1, 0, 1.6800000000000002E-13, 3.3000000000000005E-14, 7.6E-14, 36.617241463862619
DataValue, -0.48, 0.1, 0, 1.34E-13, 5.3E-14, 3.2E-14, -77.38952679754648
DataValue, -0.42, 0.1, 0, 1.0700000000000001E-13, -7E-15, 5.6E-14, 2179.4494300457759
DataValue, -0.36, 0.1, 0, 1.35E-13, 5.6E-14, 1.4E-14, 68.848028276644968
DataValue, -0.3, 0.1, 0, 1.3E-13, 4.0000000000000006E-14, 1.1E-14, -331.68408525681622
DataValue, -0.24, 0.1, 0, 1.3900000000000001E-13, 3.9000000000000004E-14, 8E-15, 75.998491698370358
DataValue, -0.18, 0.1, 0, 1.5500000000000002E-13, 1.94E-13, -1.5600000000000002E-13, 31.402361665160409
DataValue, -0.12, 0.1, 0, 1.7200000000000002E-13, 1.7810000000000002E-12, -1.6490000000000001E-12, 26.937799463835265
DataValue, -0.06, 0.1, 0, 1.17E-13, 1.6690000000000003E-11, -1.6533E-11, 27.015519174808556
DataValue, 0, 0.1, 0, 1.24E-13, 1.5127E-10, -1.5076700000000001E-10, 28.627472345711961
DataValue, 0.06, 0.1, 0, 1.35E-13, 1.103881E-09, -1.099918E-09, 33.909833137134825
DataValue, 0.12, 0.1, 0, 8.5E-14, 5.20754E-09, -5.18844E-09, 45.198490176644825
DataValue, 0.18, 0.1, 0, 1.09E-13, 1.5701999999999997E-08, -1.56565E-08, 64.3072282896282
DataValue, 0.24, 0.1, 0, 1.1500000000000002E-13, 3.36546E-08, -3.3576699999999994E-08, 91.496125778449681
DataValue, 0.3, 0.1, 0, 1.12E-13, 5.8283499999999994E-08, -5.8183099999999991E-08, 124.60513634081465
DataValue, 0.36, 0.1, 0, 1.23E-13, 8.8163399999999989E-08, -8.80424E-08, 161.78032750996567
DataValue, 0.42, 0.1, 0, 1.2700000000000001E-13, 1.22372E-07, -1.22257E-07, 201.21548343369878
DataValue, 0.48, 0.1, 0, 1.4300000000000002E-13, 1.60063E-07, -1.59916E-07, 242.28053745055152
DataValue, 0.54, 0.1, 0, 1.19E-13, 2.0080999999999998E-07, -2.00589E-07, 285.05080104598954
DataValue, 0.6, 0.1, 0, 1.16E-13, 2.43848E-07, -2.43729E-07, 329.52464901406807
DataValue, 0.66, 0.1, 0, 1.46E-13, 2.89027E-07, -2.8896599999999997E-07, 373.6372870896497
DataValue, 0.72, 0.1, 0, 1.41E-13, 3.36202E-07, -3.35995E-07, 419.2096030093972
DataValue, 0.78, 0.1, 0, 1.6800000000000002E-13, 3.84819E-07, -3.84615E-07, 466.37246303438707
DataValue, 0.84, 0.1, 0, 1.17E-13, 4.34857E-07, -4.34551E-07, 513.09292935873657
DataValue, 0.9, 0.1, 0, 1.2100000000000002E-13, 4.86214E-07, -4.86021E-07, 559.79464727247523
DataValue, 0.96, 0.1, 0, 1.3200000000000002E-13, 5.3882E-07, -5.38379E-07, 607.61216422233088
DataValue, 1.02, 0.1, 0, 1.46E-13, 5.92377E-07, -5.92231E-07, 655.29398584848934
DataValue, 1.08, 0.1, 0, 1.3900000000000001E-13, 6.47103E-07, -6.47079E-07, 703.53328440009113
DataValue, 1.1400000000000001, 0.1, 0, 1.28E-13, 7.0254599999999994E-07, -7.02278E-07, 754.96360529733806
DataValue, 1.2, 0.1, 0, 1.0200000000000001E-13, 7.58584E-07, -7.58264E-07, 807.74415150895766
