
SetupTitle, I/V Sweep - Unit (transfer)
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, PLC
TestParameter, Measurement.Adc.HighSpeed.Coeff, 5
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, PLC
TestParameter, Measurement.Adc.HighResolution.Coeff, 5
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, SS
TestParameter, Function.User.Unit, mV/dec
TestParameter, Function.User.Definition, diff(VG,log(ID))*1000
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -3
TestParameter, Output.Graph.XAxis.Right, 3
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, ID, IG
TestParameter, Output.Graph.YAxis.Scale, Log, Log
TestParameter, Output.Graph.YAxis.Bottom, 0, 1E-15
TestParameter, Output.Graph.YAxis.Top, 0.0001, 1E-12
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, Output.List.Data, VG, VD, VS, IG, ID, IS, SS
TestParameter, Output.Scalar.Data, SS
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 06/26/2026 11:03:05
MetaData, TestRecord.TestTarget, 260607_#2_402001_R2_120C
MetaData, TestRecord.IterationIndex, 16
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 02f97916-c0a7-4bb6-bef8-dc77df8ceca1
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -3
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 3
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, ID, IG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-15, -1E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.0001, -1E-15
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU3:HR, Name=VG, Direction=Single, Linear/Log=LINEAR, Start=-3 V, Stop=3 V, Step=60 mV, No. of Steps=101, Compliance=100 mA, Pwr Comp=OFF	[VAR2] Unit=SMU2:HR, Name=VD, Start=100 mV, Stop=2.9 V, Step=1.4 V, No. of Steps=3, Compliance=100 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, VD	0.1,1.5,2.9	0.1	1.4	3
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, VD, VS, IG, ID, IS, SS
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, V, A, A, A, mV/dec
AnalysisSetup, Analysis.Setup.Scalar.Datum.Name, SS
AnalysisSetup, Analysis.Setup.Scalar.Datum.Value, -67.620628820049717
AnalysisSetup, Analysis.Setup.Scalar.Datum.Unit, mV/dec
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V Sweep - Unit (transfer)
Dimension1, 101, 101, 101, 101, 101, 101, 101
Dimension2, 3, 3, 3, 3, 3, 3, 3
DataName, VG, VD, VS, IG, ID, IS, SS
DataValue, -3, 0.1, 0, -2.34E-12, 3.4E-14, -6.0000000000000005E-15, -67.620628820049717
DataValue, -2.94, 0.1, 0, -1.938E-12, -1.4E-14, -2E-15, -82.934843909834186
DataValue, -2.88, 0.1, 0, -1.548E-12, -8E-15, 2.4000000000000002E-14, 135.24125764009943
DataValue, -2.82, 0.1, 0, -1.291E-12, 3.4E-14, -2.7000000000000002E-14, -0
DataValue, -2.7600000000000002, 0.1, 0, -1.141E-12, 0, 2.1000000000000002E-14, -1979.3937909146828
DataValue, -2.7, 0.1, 0, -1.0480000000000002E-12, 3.2E-14, 3.2E-14, 0
DataValue, -2.64, 0.1, 0, -8.7400000000000011E-13, -2E-15, 0, -86.561702453337872
DataValue, -2.58, 0.1, 0, -7.96E-13, 8E-15, -1.8000000000000002E-14, 173.12340490667708
DataValue, -2.52, 0.1, 0, -7.24E-13, -4E-15, -1.3000000000000001E-14, 84.6820108057262
DataValue, -2.46, 0.1, 0, -6.53E-13, 3.3000000000000005E-14, -3.6000000000000004E-14, 65.481400076237477
DataValue, -2.4, 0.1, 0, -5.87E-13, 2.5E-14, -1.3000000000000001E-14, -165.76443863263188
DataValue, -2.34, 0.1, 0, -5.17E-13, -1.6E-14, 5.0000000000000008E-15, -0
DataValue, -2.2800000000000002, 0.1, 0, -4.86E-13, 0, -4E-15, -43.280851226668773
DataValue, -2.22, 0.1, 0, -4.4400000000000003E-13, -1E-15, -3.0000000000000005E-14, 0
DataValue, -2.16, 0.1, 0, -4.1500000000000005E-13, -1.1E-14, -3.6000000000000004E-14, 173.12340490667529
DataValue, -2.1, 0.1, 0, -3.42E-13, -2E-15, -3.7E-14, 718.33023563572067
DataValue, -2.04, 0.1, 0, -3.3200000000000005E-13, 1.3000000000000001E-14, -6.0000000000000005E-15, 130.96280015247598
DataValue, -1.98, 0.1, 0, -3.05E-13, 5.0000000000000008E-15, -1.7E-14, 173.1234049066762
DataValue, -1.92, 0.1, 0, -2.8900000000000003E-13, -2.6000000000000003E-14, -1.0000000000000002E-14, 125.58719272750705
DataValue, -1.86, 0.1, 0, -3.1000000000000004E-13, 1.3000000000000001E-14, -5.0000000000000008E-15, -1499.1996583803323
DataValue, -1.8, 0.1, 0, -2.4200000000000003E-13, 2.4000000000000002E-14, -1.3000000000000001E-14, 173.1234049066762
DataValue, -1.74, 0.1, 0, -2.1900000000000003E-13, -2.6000000000000003E-14, 2.3000000000000003E-14, -137.06942907258943
DataValue, -1.68, 0.1, 0, -1.8400000000000002E-13, -1.0000000000000002E-14, -4.0000000000000006E-14, -193.84878755733746
DataValue, -1.62, 0.1, 0, -2.0300000000000002E-13, -1.4E-14, -8E-15, 295.95641548516943
DataValue, -1.56, 0.1, 0, -1.7400000000000002E-13, -1.5000000000000002E-14, -5.8E-14, 193.8487875573378
DataValue, -1.5, 0.1, 0, -1.6100000000000002E-13, -2.6000000000000003E-14, -6.0000000000000005E-15, -90.788325929851723
DataValue, -1.44, 0.1, 0, -1.53E-13, 4E-15, -2.8E-14, -173.12340490667586
DataValue, -1.3800000000000001, 0.1, 0, -1.7400000000000002E-13, -1.3000000000000001E-14, -5.0000000000000008E-15, 295.95641548516943
DataValue, -1.32, 0.1, 0, -1.1500000000000002E-13, -6.0000000000000005E-15, 2.3000000000000003E-14, 173.1234049066762
DataValue, -1.26, 0.1, 0, -1.46E-13, 2.6000000000000003E-14, -1.6E-14, -0
DataValue, -1.2, 0.1, 0, -7.8000000000000008E-14, 0, -3.7E-14, -55.568823915215965
DataValue, -1.1400000000000001, 0.1, 0, -7.3E-14, -3.0000000000000002E-15, -2.9E-14, 0
DataValue, -1.08, 0.1, 0, -8.3000000000000012E-14, -6.0000000000000005E-15, -5.3E-14, 234.91382267654723
DataValue, -1.02, 0.1, 0, -9.1E-14, -5.0000000000000008E-15, -2.1000000000000002E-14, 79.783128353101375
DataValue, -0.96, 0.1, 0, -6.5E-14, 2.7000000000000002E-14, -6.5E-14, 103.16804922316742
DataValue, -0.9, 0.1, 0, -4.1E-14, 1.6E-14, -2.6000000000000003E-14, -88.893714372298291
DataValue, -0.84, 0.1, 0, -2.1000000000000002E-14, -7E-15, -1.6E-14, -173.12340490667512
DataValue, -0.78, 0.1, 0, -3.0000000000000002E-15, 8E-15, 0, -214.43283514697114
DataValue, -0.72, 0.1, 0, -2.3000000000000003E-14, -4E-15, -4.1E-14, -57.707801635558575
DataValue, -0.66, 0.1, 0, 1.3000000000000001E-14, 1E-15, -9.0000000000000011E-15, 64.109338839768228
DataValue, -0.6, 0.1, 0, -5.0000000000000008E-15, -2.6000000000000003E-14, -1E-15, 57.707801635558575
DataValue, -0.54, 0.1, 0, 1.8000000000000002E-14, -8E-15, 1.4E-14, -193.8487875573376
DataValue, -0.48, 0.1, 0, -3.2E-14, -1.4E-14, -4.5000000000000004E-14, 82.934843909834143
DataValue, -0.42, 0.1, 0, 6.2E-14, 3.4E-14, -4.6000000000000006E-14, 50.457852297974846
DataValue, -0.36, 0.1, 0, 8.4000000000000008E-14, 1.5100000000000001E-13, -1.42E-13, 37.950733877029705
DataValue, -0.3, 0.1, 0, 1.12E-13, 8.0300000000000011E-13, -8.67E-13, 35.411200561166289
DataValue, -0.24, 0.1, 0, 1.52E-13, 4.4740000000000005E-12, -4.415E-12, 36.468416029720487
DataValue, -0.18, 0.1, 0, 1.54E-13, 2.1566E-11, -2.1132000000000003E-11, 38.778212577047483
DataValue, -0.12, 0.1, 0, 1.7E-13, 9.8771000000000007E-11, -9.6051E-11, 40.3150387352329
DataValue, -0.06, 0.1, 0, 2.05E-13, 4.2312800000000005E-10, -4.0915300000000006E-10, 43.064334138185131
DataValue, 0, 0.1, 0, 1.64E-13, 1.60252E-09, -1.53922E-09, 47.176481918191264
DataValue, 0.06, 0.1, 0, 1.42E-13, 5.38469E-09, -5.22086E-09, 54.911517420771645
DataValue, 0.12, 0.1, 0, 1.34E-13, 1.4252199999999998E-08, -1.3873199999999999E-08, 69.289953871713067
DataValue, 0.18, 0.1, 0, 1.2100000000000002E-13, 3.0429499999999995E-08, -2.98194E-08, 90.480404498247552
DataValue, 0.24, 0.1, 0, 1.17E-13, 5.3686699999999993E-08, -5.2831799999999995E-08, 119.59779109545701
DataValue, 0.3, 0.1, 0, 1.23E-13, 8.2994599999999988E-08, -8.19633E-08, 154.19425539719691
DataValue, 0.36, 0.1, 0, 1.0800000000000001E-13, 1.1690999999999999E-07, -1.15623E-07, 192.92375776165827
DataValue, 0.42, 0.1, 0, 1.16E-13, 1.5459099999999998E-07, -1.53364E-07, 234.64044783657042
DataValue, 0.48, 0.1, 0, 8.2E-14, 1.94966E-07, -1.93729E-07, 277.93165288965355
DataValue, 0.54, 0.1, 0, 7.9E-14, 2.38065E-07, -2.36727E-07, 322.36346605666847
DataValue, 0.6, 0.1, 0, 1.3100000000000002E-13, 2.82895E-07, -2.81651E-07, 369.89506265915242
DataValue, 0.66, 0.1, 0, 9.2000000000000012E-14, 3.29297E-07, -3.28196E-07, 417.64425903253994
DataValue, 0.72, 0.1, 0, 6.9000000000000009E-14, 3.77059E-07, -3.75819E-07, 466.03145000917704
DataValue, 0.78, 0.1, 0, 9.7E-14, 4.26006E-07, -4.2471299999999997E-07, 513.89715810218354
DataValue, 0.84, 0.1, 0, 1.1000000000000001E-13, 4.76235E-07, -4.7538799999999997E-07, 559.89834334059788
DataValue, 0.9, 0.1, 0, 8.6000000000000012E-14, 5.27832E-07, -5.26243E-07, 613.00449432467087
DataValue, 0.96, 0.1, 0, 1.0500000000000001E-13, 5.79212E-07, -5.7751E-07, 670.18361963966356
DataValue, 1.02, 0.1, 0, 1.0700000000000001E-13, 6.31333E-07, -6.29796E-07, 725.49432432769288
DataValue, 1.08, 0.1, 0, 9.8000000000000012E-14, 6.83395E-07, -6.82343E-07, 775.5512405354466
DataValue, 1.1400000000000001, 0.1, 0, 1.1400000000000002E-13, 7.36981E-07, -7.35348E-07, 813.783718377556
DataValue, 1.2, 0.1, 0, 7.1E-14, 7.91977E-07, -7.90523E-07, 865.38005374315026
DataValue, 1.26, 0.1, 0, 1.0700000000000001E-13, 8.46601E-07, -8.4590099999999995E-07, 916.04032085317544
