
SetupTitle, I/V Sweep - Unit (transfer)
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, PLC
TestParameter, Measurement.Adc.HighSpeed.Coeff, 5
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, PLC
TestParameter, Measurement.Adc.HighResolution.Coeff, 5
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, SS
TestParameter, Function.User.Unit, mV/dec
TestParameter, Function.User.Definition, diff(VG,log(ID))*1000
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -3
TestParameter, Output.Graph.XAxis.Right, 3
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, ID, IG
TestParameter, Output.Graph.YAxis.Scale, Log, Log
TestParameter, Output.Graph.YAxis.Bottom, 0, 1E-15
TestParameter, Output.Graph.YAxis.Top, 0.0001, 1E-12
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, Output.List.Data, VG, VD, VS, IG, ID, IS, SS
TestParameter, Output.Scalar.Data, SS
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 01/16/2026 11:02:37
MetaData, TestRecord.TestTarget, 251203_ALD_#1_R09
MetaData, TestRecord.IterationIndex, 12
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 47463c92-9b3d-4965-8f65-77bcb8cae308
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -3
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 3
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, ID, IG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-14, -1E-12
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.0001, -1E-15
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.45
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.45
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.45
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.45
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.45
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU3:HR, Name=VG, Direction=Single, Linear/Log=LINEAR, Start=-3 V, Stop=3 V, Step=60 mV, No. of Steps=101, Compliance=100 mA, Pwr Comp=OFF	[VAR2] Unit=SMU1:HR, Name=VD, Start=100 mV, Stop=2.9 V, Step=700 mV, No. of Steps=5, Compliance=100 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU2:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, VD	0.1,0.8,1.5,2.2,2.9	0.1	0.7	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, VD, VS, IG, ID, IS, SS
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, V, A, A, A, mV/dec
AnalysisSetup, Analysis.Setup.Scalar.Datum.Name, SS
AnalysisSetup, Analysis.Setup.Scalar.Datum.Value, -74.780661540373572
AnalysisSetup, Analysis.Setup.Scalar.Datum.Unit, mV/dec
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V Sweep - Unit (transfer)
Dimension1, 101, 101, 101, 101, 101, 101, 101
Dimension2, 5, 5, 5, 5, 5, 5, 5
DataName, VG, VD, VS, IG, ID, IS, SS
DataValue, -3, 0.1, 0, -1.6800000000000002E-13, -5.8E-14, -1.9E-14, -74.780661540373572
DataValue, -2.94, 0.1, 0, -9.5000000000000012E-14, -2.6000000000000003E-14, -7.3E-14, -634.10870858061014
DataValue, -2.88, 0.1, 0, -6.6000000000000009E-14, -4.8000000000000004E-14, -5.3E-14, 278.56257877748766
DataValue, -2.82, 0.1, 0, -1E-13, -4.0000000000000006E-14, -6.1E-14, 240.84447705577387
DataValue, -2.7600000000000002, 0.1, 0, -9.1E-14, -7.9E-14, -6.0000000000000009E-14, 154.43445715215597
DataValue, -2.7, 0.1, 0, -4.5000000000000004E-14, -8.7000000000000008E-14, -6.9000000000000009E-14, -213.22516176503882
DataValue, -2.64, 0.1, 0, -7.6E-14, -4.5000000000000004E-14, -7E-14, 861.68475233547463
DataValue, -2.58, 0.1, 0, -6.8E-14, -1E-13, -5.8E-14, -2639.5453919190277
DataValue, -2.52, 0.1, 0, -6.4E-14, -4.3000000000000006E-14, -2.0000000000000003E-14, -206.96131803738209
DataValue, -2.46, 0.1, 0, -7.4E-14, -5.6E-14, -3.5E-14, 193.29071218976748
DataValue, -2.4, 0.1, 0, -7E-14, -8.0000000000000013E-14, -3.8E-14, 241.72256999477997
DataValue, -2.34, 0.1, 0, -8.6000000000000012E-14, -9.2000000000000012E-14, -8.2E-14, -291.44979484135507
DataValue, -2.2800000000000002, 0.1, 0, -2.9E-14, -5.3E-14, -5.6E-14, -489.55122661119213
DataValue, -2.22, 0.1, 0, -7.6E-14, -7.2000000000000009E-14, -5.3E-14, 765.0988846179971
DataValue, -2.16, 0.1, 0, -8.5E-14, -6.2E-14, -3.0000000000000005E-14, -368.75150524282066
DataValue, -2.1, 0.1, 0, -4.9000000000000006E-14, -5.2000000000000006E-14, -5.9E-14, 470.7871666351565
DataValue, -2.04, 0.1, 0, -5.4000000000000003E-14, -8.0000000000000013E-14, -4.1E-14, 210.32526753864673
DataValue, -1.98, 0.1, 0, -8.5E-14, -9.2000000000000012E-14, -7.2000000000000009E-14, -305.31042596975647
DataValue, -1.92, 0.1, 0, -6.3000000000000009E-14, -5.4000000000000003E-14, -4.8000000000000004E-14, -190.48578160509447
DataValue, -1.86, 0.1, 0, -8.0000000000000013E-14, -4.9000000000000006E-14, -5.8E-14, -140.59921476826744
DataValue, -1.8, 0.1, 0, -5.8E-14, -2.3000000000000003E-14, -5.2000000000000006E-14, 311.81318201059435
DataValue, -1.74, 0.1, 0, -1.0700000000000001E-13, -7.2000000000000009E-14, -5.3E-14, 112.23361315492811
DataValue, -1.68, 0.1, 0, -4.9000000000000006E-14, -6.7E-14, -6.7E-14, -658.17779372966049
DataValue, -1.62, 0.1, 0, -6.6000000000000009E-14, -6.0000000000000009E-14, -6.4E-14, 1207.5778673435264
DataValue, -1.56, 0.1, 0, -4.0000000000000006E-14, -7.4E-14, -7.2000000000000009E-14, 304.343122820135
DataValue, -1.5, 0.1, 0, -8.1000000000000008E-14, -8.9000000000000012E-14, -5.6E-14, -2899.5861596515233
DataValue, -1.44, 0.1, 0, -1.0500000000000001E-13, -7.1E-14, -7.4E-14, -1464.8952060913077
DataValue, -1.3800000000000001, 0.1, 0, -5.6E-14, -8.2E-14, -7.6E-14, -239.29181045610636
DataValue, -1.32, 0.1, 0, -1.7E-14, -4.3000000000000006E-14, -5.5000000000000005E-14, -833.10555866961454
DataValue, -1.26, 0.1, 0, -7.1E-14, -7.1E-14, -5.8E-14, 182.47051609650481
DataValue, -1.2, 0.1, 0, -7.2000000000000009E-14, -8.3000000000000012E-14, -5.6E-14, -200.29435561891907
DataValue, -1.1400000000000001, 0.1, 0, -4.0000000000000006E-14, -3.9000000000000004E-14, -4.5000000000000004E-14, -117.91951925609978
DataValue, -1.08, 0.1, 0, -5.700000000000001E-14, -3.0000000000000005E-14, -5.700000000000001E-14, 176.40734731056384
DataValue, -1.02, 0.1, 0, -5.5000000000000005E-14, -7.7E-14, -8.8E-14, 127.30636158759809
DataValue, -0.96, 0.1, 0, -6.9000000000000009E-14, -7.7E-14, -5.5000000000000005E-14, -176.40734731056367
DataValue, -0.9, 0.1, 0, -5.2000000000000006E-14, -3.9000000000000004E-14, -5E-14, -183.22681632878047
DataValue, -0.84, 0.1, 0, -7.5000000000000009E-14, -4.0000000000000006E-14, -7.1E-14, 316.21418119653612
DataValue, -0.78, 0.1, 0, -4.3000000000000006E-14, -5.700000000000001E-14, -8.0000000000000013E-14, 264.1686455246421
DataValue, -0.72, 0.1, 0, -3.6000000000000004E-14, -6.3000000000000009E-14, -3.8E-14, 1198.9993324589234
DataValue, -0.66, 0.1, 0, -5.4000000000000003E-14, -6.3000000000000009E-14, -3.4E-14, -441.2840084451351
DataValue, -0.6, 0.1, 0, -8.5E-14, -4.8000000000000004E-14, -5E-14, 244.10374431815262
DataValue, -0.54, 0.1, 0, -6.5E-14, -1.03E-13, -5.6E-14, 5819.7938085883743
DataValue, -0.48, 0.1, 0, -4.2000000000000004E-14, -4.9000000000000006E-14, -6.0000000000000009E-14, -222.0641347615871
DataValue, -0.42, 0.1, 0, -3.0000000000000002E-15, -6.0000000000000009E-14, -8.7000000000000008E-14, 1235.0285153649534
DataValue, -0.36, 0.1, 0, 1.6E-14, 5.4000000000000003E-14, -1.47E-13, 46.238236146273742
DataValue, -0.3, 0.1, 0, -4.5000000000000004E-14, 8.0400000000000011E-13, -8.92E-13, 24.580292442271549
DataValue, -0.24, 0.1, 0, -2.3000000000000003E-14, 7.1220000000000006E-12, -7.1930000000000006E-12, 27.932970699486361
DataValue, -0.18, 0.1, 0, -6.1E-14, 5.9018E-11, -5.8748E-11, 29.280076729566108
DataValue, -0.12, 0.1, 0, -4.7E-14, 4.29035E-10, -4.26981E-10, 32.735435120510843
DataValue, -0.06, 0.1, 0, -5E-14, 2.30675E-09, -2.29687E-09, 40.536629760844534
DataValue, 0, 0.1, 0, -5.700000000000001E-14, 8.28187E-09, -8.26263E-09, 54.809585204325849
DataValue, 0.06, 0.1, 0, -1.5000000000000002E-14, 2.05989E-08, -2.0568199999999997E-08, 76.47282499607681
DataValue, 0.12, 0.1, 0, -3.8E-14, 3.9775599999999997E-08, -3.9738599999999994E-08, 104.40478156177848
DataValue, 0.18, 0.1, 0, -6.0000000000000009E-14, 6.501449999999999E-08, -6.4973599999999988E-08, 136.64480250716909
DataValue, 0.24, 0.1, 0, -4.9000000000000006E-14, 9.5721499999999988E-08, -9.566939999999999E-08, 170.97031087182072
DataValue, 0.3, 0.1, 0, -5.4000000000000003E-14, 1.31169E-07, -1.31123E-07, 207.44987790248862
DataValue, 0.36, 0.1, 0, -5.700000000000001E-14, 1.7069799999999998E-07, -1.70642E-07, 244.80763182928064
DataValue, 0.42, 0.1, 0, -3.9000000000000004E-14, 2.14148E-07, -2.14087E-07, 282.66639890891707
DataValue, 0.48, 0.1, 0, -1.8000000000000002E-14, 2.60975E-07, -2.60895E-07, 321.28922314666772
DataValue, 0.54, 0.1, 0, -4.2000000000000004E-14, 3.11115E-07, -3.11034E-07, 360.56428541935446
DataValue, 0.6, 0.1, 0, -2.6000000000000003E-14, 3.6403E-07, -3.6396699999999997E-07, 400.38879660119323
DataValue, 0.66, 0.1, 0, -5.4000000000000003E-14, 4.19839E-07, -4.19757E-07, 440.61395293535134
DataValue, 0.72, 0.1, 0, -4.4E-14, 4.77987E-07, -4.77902E-07, 481.39695445426827
DataValue, 0.78, 0.1, 0, -4.0000000000000006E-14, 5.3869299999999994E-07, -5.38586E-07, 522.19372563447735
DataValue, 0.84, 0.1, 0, -4.1E-14, 6.01474E-07, -6.01373E-07, 564.23265204895347
DataValue, 0.9, 0.1, 0, -4.8000000000000004E-14, 6.6635599999999994E-07, -6.6625E-07, 606.086436657001
DataValue, 0.96, 0.1, 0, -5.4000000000000003E-14, 7.33168E-07, -7.33056E-07, 648.60416420029469
DataValue, 1.02, 0.1, 0, -5.6E-14, 8.01782E-07, -8.0168299999999994E-07, 691.37997518168481
DataValue, 1.08, 0.1, 0, -9.9000000000000007E-14, 8.72132E-07, -8.72029E-07, 735.612138027308
DataValue, 1.1400000000000001, 0.1, 0, -9.0000000000000011E-15, 9.4384899999999994E-07, -9.43723E-07, 779.56427441900439
